column,column_type,mutation_type,is_sensitive,pre_APD,pre_Gini Index,pre_Shannon Entropy,pre_Simpson Diversity,pre_Imbalance Ratio,pre_Kurtosis,pre_Skewness,pre_Mutual Information,pre_Normalized Mutual Information,pre_Kendall Tau,pre_Correlation Ratio,post_APD,post_Gini Index,post_Shannon Entropy,post_Simpson Diversity,post_Imbalance Ratio,post_Kurtosis,post_Skewness,post_Mutual Information,post_Normalized Mutual Information,post_Kendall Tau,post_Correlation Ratio
age,numeric,increment_decrement_feature,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
age,numeric,swap_values,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
age,numeric,scale_values,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
age,numeric,discrete_binning,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
workclass,text,replace_synonyms,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
workclass,text,add_noise,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
workclass,text,random_category_assignment,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
workclass,text,swap_values,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
fnlwgt,numeric,increment_decrement_feature,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
fnlwgt,numeric,swap_values,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
fnlwgt,numeric,scale_values,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
fnlwgt,numeric,discrete_binning,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
education,text,replace_synonyms,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
education,text,add_noise,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
education,text,random_category_assignment,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
education,text,swap_values,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
education.num,numeric,increment_decrement_feature,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
education.num,numeric,swap_values,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
education.num,numeric,scale_values,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
education.num,numeric,discrete_binning,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
marital.status,text,replace_synonyms,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
marital.status,text,add_noise,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
marital.status,text,random_category_assignment,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
marital.status,text,swap_values,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
occupation,text,replace_synonyms,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
occupation,text,add_noise,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
occupation,text,random_category_assignment,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
occupation,text,swap_values,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
relationship,text,replace_synonyms,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
relationship,text,add_noise,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
relationship,text,random_category_assignment,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
relationship,text,swap_values,False,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596,0.13198029524178828,0.2598329953466272,0.7987406510139586,0.2598329953466272,102.64206642066421,-0.5301483437610548,1.2123743878187738,0.005807149876488752,0.0036405619058588867,0.08047959351323103,0.07146416895639596
